country,country_code,super_region,region,sex,age,pop,alcohol_use,drug_use,high_meat,low_exercise,smoking
Slovakia,SVK,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,Under 5,138512.1104,0.130848366,0.005629775,NA,NA,NA
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,50-69 years,277382,41.63091362,4.003831418,1.968371362,12.24426378,58.64370614
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,70+ years,165692,61.37634628,4.472140063,8.519758558,182.4719948,258.0818022
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,male,50-69 years,277678,171.7710635,25.53105296,4.318552601,23.4215695,261.7961029
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,5-14 years,94586,0.24503936,0.000784721,NA,NA,NA
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,15-49 years,451189,6.402141298,1.187362068,0.109261725,0.867443214,4.651542258
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,female,Under 5,52006.75438,0.037199993,0.004418844,NA,NA,NA
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,male,Under 5,54801.66699,0.068473952,0.003628114,NA,NA,NA
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,male,5-14 years,100090,0.364448465,0.001052839,NA,NA,NA
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,male,15-49 years,485976,28.912173,7.197655214,0.164828566,1.061090006,13.02013116
Slovenia,SVN,"Central Europe, Eastern Europe, and Central Asia",Central Europe,male,70+ years,103937,324.0832826,30.8822986,15.72959736,189.369102,867.0935407
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,326648.5781,325.7078351,22.80101035,11.18659056,630.2195136,2291.907184
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,1373568.625,145.6113299,14.42761277,1.882623837,31.3467579,60.30179211
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,777486.7813,662.9141513,5.179992513,4.443026774,403.0767828,93.47845335
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,1085743.852,464.9011884,64.56623087,4.105680273,97.79278189,1030.821819
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,408050.2969,0.786476267,0.009186524,NA,NA,NA
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,2335881.594,30.99903697,7.823827764,0.204121102,2.054037577,10.00448465
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,282913.6249,0.137602717,0.005333106,NA,NA,NA
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,428550.3126,0.952150003,0.010766925,NA,NA,NA
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,2326011.188,139.1604776,48.7661513,0.315818011,5.74236692,77.37599663
Belarus,BLR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,266978.2992,0.120567393,0.007667707,NA,NA,NA
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,62505.44141,0.2492357,0.002072919,NA,NA,NA
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,317792.2383,12.35599193,3.816379103,0.123447126,0.840973644,3.466604539
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,142768.9824,217.3968591,24.36051145,2.406097883,37.27551957,446.4237019
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,37057.24046,0.075985417,0.070972766,NA,NA,NA
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,66488.96876,0.340915676,0.008013243,NA,NA,NA
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,319104.6406,55.87899359,32.19855425,0.20208854,1.291866556,22.92562858
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,35155.89592,0.105962317,0.067511974,NA,NA,NA
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,185927.1289,54.12423052,5.939928451,1.455900929,15.87535662,72.09472824
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,130088.1582,-29.92429363,5.327385225,4.645653826,252.8650453,194.8847319
Estonia,EST,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,57551.58985,167.2993996,17.95926801,8.04564479,313.9826702,1233.816985
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,94358.15234,53.80088114,24.92525091,7.713788364,469.3339113,1387.206186
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,305597.6172,38.80165168,8.540705312,1.517771761,32.43185056,84.27831344
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,213019.9883,-66.06213283,5.453158155,4.005944356,388.9398649,180.1340724
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,238015.6289,184.1094578,31.19467583,2.538882109,75.34769829,628.5536569
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,92135.28907,0.294616075,0.02062276,NA,NA,NA
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,529487.7539,13.32887914,6.489748193,0.14484375,1.796370452,6.273723557
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,52442.01669,0.089779132,0.135080404,NA,NA,NA
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,95911.33984,0.511203962,0.0063303,NA,NA,NA
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,541061.7969,65.1539187,19.08321137,0.229788839,3.220772123,40.02442583
Latvia,LVA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,49758.49247,0.092698758,0.17864196,NA,NA,NA
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,344219.0664,262.9709896,45.41304661,3.170992568,95.36917205,601.0139827
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,133890.7422,0.421360937,0.004170322,NA,NA,NA
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,757301.6328,18.73014116,5.553203664,0.151945642,1.897974653,6.395736273
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,77940.67901,0.123904192,0.13072339,NA,NA,NA
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,141713.4453,0.596206792,0.046361771,NA,NA,NA
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,766470.2656,103.5354799,29.56890676,0.271073145,5.291451089,46.12713819
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,74127.88468,0.108183156,0.054298948,NA,NA,NA
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,127170.3203,121.0382208,19.88121221,9.054061229,541.1201622,1292.56947
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,450656.8437,65.81273628,8.133929077,1.497213088,30.24373145,59.23254066
Lithuania,LTU,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,279079.9063,-11.06629352,4.279152927,3.823059524,400.1787864,98.10987394
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,436405,307.0332343,41.73222987,1.000475095,62.225695,539.6420602
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,100223,-57.96228652,34.14902603,1.867581886,510.651106,1092.30401
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,202409,0.457690157,0.003950918,NA,NA,NA
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,1080294,18.136992,2.593461068,0.03493852,1.168510244,3.430010111
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,112674.8418,0.114353679,0.037188391,NA,NA,NA
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,538932,166.9383608,7.287399785,0.533733737,30.30368243,38.78419811
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,183584,510.8727608,8.647582581,0.841099427,359.9956166,49.99767989
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,214836,0.684865836,0.008584207,NA,NA,NA
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,1089283,68.01787531,15.57307696,0.067116025,2.734293776,40.60737847
Moldova,MDA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,106684.9736,0.124451765,0.064393396,NA,NA,NA
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,16220829,416.4530896,53.77929774,2.382100138,69.35460842,832.2563954
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,5036346,196.7851305,47.40708391,6.789259351,435.9753802,1745.152846
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,6656868,0.885716509,0.084753884,NA,NA,NA
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,35805126,39.31518295,12.53963274,0.132971832,1.513876941,13.14486144
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,4586122.77,0.269812358,1.429432996,NA,NA,NA
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,7017037,1.294485355,0.045936804,NA,NA,NA
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,35259892,159.2457294,58.78878292,0.186291265,3.887842104,74.31976264
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,4345554.955,0.226354769,1.161664386,NA,NA,NA
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,21549687,127.3005852,14.11315607,1.584715574,24.48389423,83.13322906
Russia,RUS,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,11640125,414.6093503,15.93548659,3.703414041,290.8607014,93.30755565
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,50-69 years,4981530.688,372.3851405,89.25274597,1.48737472,67.02718092,811.2058975
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,70+ years,2029423.313,142.0707908,26.0631321,2.939002479,425.9065725,1775.78032
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,5-14 years,1732727.125,0.583328938,0.084918616,NA,NA,NA
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,15-49 years,11322338,31.05165379,16.10933978,0.090280878,1.368114317,10.36378235
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,50-69 years,6721016.188,128.1086123,20.43546119,0.809020548,24.17335927,66.65289402
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,70+ years,4233450.313,439.4493066,5.830410737,1.197876372,288.5936527,106.2918571
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,Under 5,1250432.171,0.224923383,0.342331532,NA,NA,NA
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,5-14 years,1838843.563,0.786333749,0.050493401,NA,NA,NA
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,male,15-49 years,11222561,115.7115097,69.4457558,0.134163463,3.490865492,67.32254406
Ukraine,UKR,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,female,Under 5,1175805.244,0.192400307,0.478804941,NA,NA,NA
Brunei,BRN,High-income,High-income Asia Pacific,female,50-69 years,31839,-1.338063248,0.32301275,1.768035872,41.70677566,73.64047924
Brunei,BRN,High-income,High-income Asia Pacific,female,70+ years,5680,-106.232008,0.892988101,4.489288767,328.2970982,498.5179286
Brunei,BRN,High-income,High-income Asia Pacific,female,5-14 years,31050,0.286241539,0.000107692,NA,NA,NA
Brunei,BRN,High-income,High-income Asia Pacific,female,15-49 years,120141,3.828720219,0.244291232,0.169149791,3.425803516,5.412752944
Brunei,BRN,High-income,High-income Asia Pacific,male,70+ years,4989,46.43972789,22.1475857,6.643661618,356.1703023,1108.17384
Brunei,BRN,High-income,High-income Asia Pacific,male,Under 5,17237.91381,0.188958268,0.002935171,NA,NA,NA
Brunei,BRN,High-income,High-income Asia Pacific,male,5-14 years,32958,0.455099416,0.00013685,NA,NA,NA
Brunei,BRN,High-income,High-income Asia Pacific,male,15-49 years,129270,15.582981,1.888780935,0.323419727,5.270028851,16.6580794
Brunei,BRN,High-income,High-income Asia Pacific,female,Under 5,16360.53153,0.184093778,0.008114687,NA,NA,NA
Brunei,BRN,High-income,High-income Asia Pacific,male,50-69 years,33478,34.42316665,13.45960045,2.814663821,56.6873583,175.9157865
Japan,JPN,High-income,High-income Asia Pacific,male,5-14 years,5685579.5,0.195684652,0.000317067,NA,NA,NA
Japan,JPN,High-income,High-income Asia Pacific,male,15-49 years,26918698.5,15.16926859,4.366619032,0.106128164,1.688839802,11.96793164
Japan,JPN,High-income,High-income Asia Pacific,male,50-69 years,17341894.75,63.62739368,36.91797901,1.471346786,20.89849149,169.7665663
Japan,JPN,High-income,High-income Asia Pacific,male,Under 5,2703030.271,0.055964512,0.001579173,NA,NA,NA
Japan,JPN,High-income,High-income Asia Pacific,female,5-14 years,5412182.25,0.123328312,0.000119368,NA,NA,NA
Japan,JPN,High-income,High-income Asia Pacific,female,15-49 years,25823035.25,5.009469533,0.702865418,0.062584144,1.557193355,2.616105121
Japan,JPN,High-income,High-income Asia Pacific,female,Under 5,2560385.868,0.053097432,0.004830492,NA,NA,NA
Japan,JPN,High-income,High-income Asia Pacific,female,50-69 years,17983527,17.79602026,0.545563171,0.629454871,14.35946178,19.15802859
Japan,JPN,High-income,High-income Asia Pacific,female,70+ years,14034529.75,33.96243847,1.936852277,1.903448356,165.6318782,200.623204
Japan,JPN,High-income,High-income Asia Pacific,male,70+ years,9843536.5,123.2282142,66.0812133,3.512152398,140.6785799,1028.622873
South Korea,KOR,High-income,High-income Asia Pacific,female,Under 5,1100111.005,0.100583941,0.00512593,NA,NA,NA
South Korea,KOR,High-income,High-income Asia Pacific,female,70+ years,2741219,-56.45542406,2.143859638,4.628339593,223.101303,274.4002501
South Korea,KOR,High-income,High-income Asia Pacific,male,50-69 years,6227574,113.5670813,19.92685575,2.854535342,25.69543431,179.3185947
South Korea,KOR,High-income,High-income Asia Pacific,male,70+ years,1744632,185.7075724,31.2472228,9.129410319,221.4121167,1248.624455
South Korea,KOR,High-income,High-income Asia Pacific,female,50-69 years,6481843,15.46077401,0.464297273,1.056447218,13.15999834,16.38387039
South Korea,KOR,High-income,High-income Asia Pacific,male,Under 5,1176798.668,0.102732111,0.001867518,NA,NA,NA
South Korea,KOR,High-income,High-income Asia Pacific,male,5-14 years,2456884,0.38485191,0.000405009,NA,NA,NA
South Korea,KOR,High-income,High-income Asia Pacific,male,15-49 years,13384250,29.14655488,3.425922841,0.284753719,2.09065056,12.12958086
South Korea,KOR,High-income,High-income Asia Pacific,female,5-14 years,2293240,0.287657258,0.000185364,NA,NA,NA
South Korea,KOR,High-income,High-income Asia Pacific,female,15-49 years,12676511,6.948044029,0.355981206,0.109526445,1.241680366,1.769908704
Singapore,SGP,High-income,High-income Asia Pacific,female,70+ years,180111.1719,5.727697135,1.075367163,0.749321634,213.8761105,338.4257667
Singapore,SGP,High-income,High-income Asia Pacific,male,50-69 years,475963.6796,16.09891624,8.529174374,0.360246622,34.25427422,139.1872414
Singapore,SGP,High-income,High-income Asia Pacific,male,70+ years,129917.5273,49.08448318,20.10042081,0.995903065,217.3315035,1028.009318
Singapore,SGP,High-income,High-income Asia Pacific,female,5-14 years,212188.2578,0.070357925,0.000151818,NA,NA,NA
Singapore,SGP,High-income,High-income Asia Pacific,female,15-49 years,1032966.805,1.462232649,0.275470097,0.020512297,1.437747324,1.65055917
Singapore,SGP,High-income,High-income Asia Pacific,female,50-69 years,478120.8946,4.417911259,0.287084004,0.249618211,18.59359472,28.41986425
Singapore,SGP,High-income,High-income Asia Pacific,male,Under 5,99015.07657,0.013471899,0.001882925,NA,NA,NA
Singapore,SGP,High-income,High-income Asia Pacific,male,5-14 years,220941.3984,0.104630374,0.000241477,NA,NA,NA
Singapore,SGP,High-income,High-income Asia Pacific,male,15-49 years,1001619.492,5.671774488,1.61222415,0.029934839,2.987511107,10.29941559
Singapore,SGP,High-income,High-income Asia Pacific,female,Under 5,92823.45447,0.016519756,0.006011913,NA,NA,NA
Australia,AUS,High-income,Australasia,female,Under 5,754691.9004,0.085882783,0.006538212,NA,NA,NA
Australia,AUS,High-income,Australasia,male,Under 5,797083.7261,0.111322777,0.004546764,NA,NA,NA
Australia,AUS,High-income,Australasia,male,70+ years,1040223.5,82.03134639,35.24351923,19.89149605,261.5884878,878.0237287
Australia,AUS,High-income,Australasia,female,50-69 years,2813849.438,13.78019661,6.25108878,2.542918446,18.26067746,72.81567087
Australia,AUS,High-income,Australasia,female,70+ years,1277051.188,-57.18156463,9.63563507,12.57538097,264.9692353,488.9117088
Australia,AUS,High-income,Australasia,male,5-14 years,1440698.438,0.355046177,0.001373729,NA,NA,NA
Australia,AUS,High-income,Australasia,male,15-49 years,6133142.188,18.38860044,15.57421056,0.307225491,2.219588896,8.134175005
Australia,AUS,High-income,Australasia,male,50-69 years,2734078.281,55.98841235,17.43273751,4.967593122,29.90620851,148.677628
Australia,AUS,High-income,Australasia,female,5-14 years,1366973.563,0.245620095,0.001000751,NA,NA,NA
Australia,AUS,High-income,Australasia,female,15-49 years,5963920.563,4.826513759,4.293940947,0.211256338,1.670835445,4.226551755
New Zealand,NZL,High-income,Australasia,male,5-14 years,287745.0938,0.507565028,0.00174624,NA,NA,NA
New Zealand,NZL,High-income,Australasia,male,15-49 years,1079584.203,23.07210962,6.839858543,0.292525397,2.553097329,9.745967691
New Zealand,NZL,High-income,Australasia,male,50-69 years,525135.297,47.78312286,9.78237149,4.149090455,31.80502099,146.1390522
New Zealand,NZL,High-income,Australasia,female,5-14 years,273294.5001,0.420343849,0.001099773,NA,NA,NA
New Zealand,NZL,High-income,Australasia,female,15-49 years,1120035.219,4.071025614,2.010987373,0.244594639,2.220450006,6.925283378
New Zealand,NZL,High-income,Australasia,male,Under 5,156157.1474,0.213727117,0.015041201,NA,NA,NA
New Zealand,NZL,High-income,Australasia,female,Under 5,148538.969,0.206498544,0.006421599,NA,NA,NA
New Zealand,NZL,High-income,Australasia,female,50-69 years,549908.6016,3.997470776,2.415306517,2.82475612,21.35391987,104.1598618
New Zealand,NZL,High-income,Australasia,female,70+ years,232667.4609,-37.42405097,3.562888378,12.78539421,266.100443,598.0092101
New Zealand,NZL,High-income,Australasia,male,70+ years,190188.1484,90.17254342,23.44378154,15.49892186,251.6991924,847.074762
Andorra,AND,High-income,Western Europe,male,Under 5,1987.555259,0.040273778,0.003169388,NA,NA,NA
Andorra,AND,High-income,Western Europe,male,5-14 years,4212.471924,0.213440058,0.000602554,NA,NA,NA
Andorra,AND,High-income,Western Europe,male,15-49 years,18127.28076,15.3593719,8.130677452,0.173653586,1.56309743,10.39626295
Andorra,AND,High-income,Western Europe,female,Under 5,1866.654159,0.039183971,0.005895425,NA,NA,NA
Andorra,AND,High-income,Western Europe,male,70+ years,4835.854126,106.8039332,17.29170035,10.8154687,193.2412852,990.0659323
Andorra,AND,High-income,Western Europe,female,70+ years,6770.526977,-3.211843068,4.106822962,5.245790089,143.3838857,243.4196649
Andorra,AND,High-income,Western Europe,male,50-69 years,9746.327149,53.12330322,9.974874411,2.523361218,23.31403375,176.4745102
Andorra,AND,High-income,Western Europe,female,5-14 years,4002.119018,0.128077704,0.000583527,NA,NA,NA
Andorra,AND,High-income,Western Europe,female,15-49 years,17745.94519,3.342537457,1.309284198,0.07567017,0.921567516,1.971125494
Andorra,AND,High-income,Western Europe,female,50-69 years,10156.83203,12.42410654,1.357920701,0.877700404,8.962713036,26.02711902
Austria,AUT,High-income,Western Europe,male,15-49 years,2060334.11,26.82638005,10.19458068,0.249255322,1.788767804,14.79937928
Austria,AUT,High-income,Western Europe,male,50-69 years,1061108.703,126.8897322,18.61522906,4.360773164,29.7431834,252.2428287
Austria,AUT,High-income,Western Europe,female,5-14 years,389413.6094,0.273444448,0.001626956,NA,NA,NA
Austria,AUT,High-income,Western Europe,female,15-49 years,2035772,7.572754112,2.583315108,0.147554761,1.48161871,6.524966739
Austria,AUT,High-income,Western Europe,male,Under 5,205184.1218,0.129006139,0.007187185,NA,NA,NA
Austria,AUT,High-income,Western Europe,male,5-14 years,408179.2032,0.361001503,0.003079683,NA,NA,NA
Austria,AUT,High-income,Western Europe,female,Under 5,194609.2332,0.103864898,0.01105046,NA,NA,NA
Austria,AUT,High-income,Western Europe,male,70+ years,495195.5938,206.6095825,21.78032155,15.86898143,226.147566,755.8675483
Austria,AUT,High-income,Western Europe,female,50-69 years,1111594.5,37.39609965,4.596848885,2.048147508,18.17432931,93.66796585
Austria,AUT,High-income,Western Europe,female,70+ years,708551.1094,-9.773002967,11.73456767,10.2708902,267.2604518,331.6118848
Belgium,BEL,High-income,Western Europe,male,70+ years,618089.0001,158.8585437,24.82490672,8.945546142,221.4319073,1425.407454
Belgium,BEL,High-income,Western Europe,female,50-69 years,1413760.391,39.90238765,2.931750714,1.146347404,20.06258728,105.73006
Belgium,BEL,High-income,Western Europe,female,70+ years,891403.8907,38.57467673,8.519742551,5.547526962,223.7724606,406.1679821
Belgium,BEL,High-income,Western Europe,male,Under 5,329604.9359,0.122204244,0.004154731,NA,NA,NA
Belgium,BEL,High-income,Western Europe,female,Under 5,314134.2796,0.115331716,0.008895708,NA,NA,NA
Belgium,BEL,High-income,Western Europe,male,5-14 years,615278.5,0.431598664,0.001856337,NA,NA,NA
Belgium,BEL,High-income,Western Europe,male,15-49 years,2604255.313,29.13030039,7.413973799,0.151513177,1.982590584,16.56997629
Belgium,BEL,High-income,Western Europe,male,50-69 years,1389576.109,102.5672769,12.89648935,2.279668297,29.90015491,333.453645
Belgium,BEL,High-income,Western Europe,female,5-14 years,591506.1875,0.326310646,0.001497177,NA,NA,NA
Belgium,BEL,High-income,Western Europe,female,15-49 years,2565033.094,8.455218631,1.521151898,0.083341791,1.771396273,7.668905891
Cyprus,CYP,High-income,Western Europe,male,5-14 years,47067.06055,0.508197809,0.00013878,NA,NA,NA
Cyprus,CYP,High-income,Western Europe,male,15-49 years,230202.2305,17.86933572,5.306797902,0.280118707,2.836393651,15.29377623
Cyprus,CYP,High-income,Western Europe,female,5-14 years,44734.9082,0.34005534,3.84E-05,NA,NA,NA
Cyprus,CYP,High-income,Western Europe,female,15-49 years,248981.709,3.198808918,0.743485725,0.138125529,1.427181815,2.955976561
Cyprus,CYP,High-income,Western Europe,female,70+ years,48339.89941,-67.88622122,1.979582339,8.101613639,184.7408828,80.23537812
Cyprus,CYP,High-income,Western Europe,male,50-69 years,97157.95899,43.17646672,6.759053213,3.841422586,44.30760455,254.3423558
Cyprus,CYP,High-income,Western Europe,male,70+ years,38143.57032,85.93031671,11.34619306,16.28319151,271.5859795,927.7619421
Cyprus,CYP,High-income,Western Europe,female,50-69 years,101132.5098,5.765675087,0.817096861,1.736251397,18.35879812,34.16991967
Cyprus,CYP,High-income,Western Europe,male,Under 5,18537.17992,0.16040234,0.00238143,NA,NA,NA
Cyprus,CYP,High-income,Western Europe,female,Under 5,17663.26535,0.122119809,0.006765178,NA,NA,NA
Denmark,DNK,High-income,Western Europe,male,Under 5,152329.9998,0.092455787,0.004134186,NA,NA,NA
Denmark,DNK,High-income,Western Europe,male,5-14 years,335440.4062,0.333238609,0.001017687,NA,NA,NA
Denmark,DNK,High-income,Western Europe,male,15-49 years,1320464.985,25.33226798,14.16462619,0.369389795,1.689872079,9.922780737
Denmark,DNK,High-income,Western Europe,female,Under 5,144334.727,0.07144954,0.006723008,NA,NA,NA
Denmark,DNK,High-income,Western Europe,female,5-14 years,321912.5001,0.283871168,0.000477501,NA,NA,NA
Denmark,DNK,High-income,Western Europe,female,70+ years,374787.9298,32.19805076,11.72552948,11.45171918,209.0733964,1008.253172
Denmark,DNK,High-income,Western Europe,male,50-69 years,734438.6095,139.1119673,20.23783163,5.185188638,31.11467813,257.3454985
Denmark,DNK,High-income,Western Europe,male,70+ years,290082.1015,195.8868001,26.60039463,17.67516951,214.7119259,1264.088601
Denmark,DNK,High-income,Western Europe,female,15-49 years,1295418.203,8.274573338,3.37805759,0.189958166,1.423519461,7.701864524
Denmark,DNK,High-income,Western Europe,female,50-69 years,741515.0938,55.02370186,7.582324179,2.717986536,20.61940468,185.6792718
Finland,FIN,High-income,Western Europe,female,70+ years,435102.5079,-45.34625623,10.97287095,3.520218888,226.988853,231.9422318
Finland,FIN,High-income,Western Europe,male,Under 5,149210.7781,0.069471452,0.002761573,NA,NA,NA
Finland,FIN,High-income,Western Europe,male,5-14 years,287832.6876,0.256768112,0.001735522,NA,NA,NA
Finland,FIN,High-income,Western Europe,male,15-49 years,1241355.688,34.68263894,19.81417154,0.198181783,1.934241482,8.409885049
Finland,FIN,High-income,Western Europe,female,Under 5,142560.3405,0.058235725,0.005537717,NA,NA,NA
Finland,FIN,High-income,Western Europe,male,50-69 years,759837.0157,124.5391206,31.16638109,1.849564069,37.0520429,208.5669199
Finland,FIN,High-income,Western Europe,male,70+ years,295036.6719,43.32542594,31.3864788,5.932395652,236.7718145,747.7729581
Finland,FIN,High-income,Western Europe,female,5-14 years,272247.7031,0.227606461,0.000622444,NA,NA,NA
Finland,FIN,High-income,Western Europe,female,15-49 years,1186873.891,9.633645823,3.990456025,0.086767773,1.189695104,2.866931391
Finland,FIN,High-income,Western Europe,female,50-69 years,780399.4064,40.91414739,8.737667667,0.948445268,15.88488958,62.55519111
France,FRA,High-income,Western Europe,male,70+ years,3415021.625,213.8599753,58.55032941,13.51381507,217.3133893,871.0478432
France,FRA,High-income,Western Europe,female,50-69 years,8361457,31.65043599,5.481280459,1.595562571,16.63207513,57.52678844
France,FRA,High-income,Western Europe,female,70+ years,5185143,-30.24244797,16.99895947,7.583393017,202.367641,218.5283927
France,FRA,High-income,Western Europe,male,15-49 years,14270389,31.03785857,7.39686584,0.230864612,2.197247886,22.82596397
France,FRA,High-income,Western Europe,male,50-69 years,7850666,136.3367424,27.63852535,3.738666419,28.71682518,332.6683771
France,FRA,High-income,Western Europe,female,5-14 years,3856700,0.181832468,0.000569315,NA,NA,NA
France,FRA,High-income,Western Europe,female,15-49 years,14323173,6.603101065,1.919216993,0.128538022,1.736813647,7.741243462
France,FRA,High-income,Western Europe,male,Under 5,2010224.606,0.086044014,0.003095753,NA,NA,NA
