country,country_code,super_region,region,sex,age,pop,alcohol_use,drug_use,high_meat,low_exercise,smoking
Suriname,SUR,Latin America and Caribbean,Caribbean,male,70+ years,9868,170.5962932,25.60077992,2.130072971,427.7759232,838.8236165
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,female,70+ years,46963,9.790805052,4.284986062,2.303030124,513.2032558,65.14886627
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,male,50-69 years,142031,91.26528748,12.68468332,2.225499702,153.6285272,315.112737
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,male,70+ years,32175,159.7039052,16.95244282,3.968373494,665.309187,828.1710558
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,female,5-14 years,92022,0.793143954,0.007134964,NA,NA,NA
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,female,15-49 years,353074,7.423730858,0.774619184,0.088185391,5.052067354,5.344703095
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,female,50-69 years,149653,6.671459414,1.525443622,1.251856975,89.38650135,33.0177485
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,male,5-14 years,94500,1.525302741,0.00488024,NA,NA,NA
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,male,15-49 years,353567,51.23437732,5.740611596,0.155266912,8.78749197,28.88027811
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,female,Under 5,47583.03915,0.28564607,0.025944715,NA,NA,NA
Trinidad and Tobago,TTO,Latin America and Caribbean,Caribbean,male,Under 5,49179.61528,0.25422728,0.013239078,NA,NA,NA
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,male,Under 5,3860.562037,0.13899737,0.005292974,NA,NA,NA
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,female,Under 5,3647.127525,0.15578114,0.021215664,NA,NA,NA
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,male,5-14 years,7322,0.776950856,0.002334832,NA,NA,NA
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,male,15-49 years,20841,56.50448147,7.995269698,0.401203079,6.199523341,17.65488705
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,male,70+ years,5165,228.1555906,28.00186921,9.528474038,424.9139223,563.024031
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,female,70+ years,6600,87.74177986,8.877891378,6.47412744,427.0716105,304.5055782
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,female,50-69 years,15439,36.24666715,2.366339322,2.493255488,63.20307148,66.43487723
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,male,50-69 years,13607,159.2216548,19.8560927,4.492951484,99.38576259,234.5689805
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,female,5-14 years,7147,0.408885535,0.002600013,NA,NA,NA
"Virgin Islands, U.S.",VIR,Latin America and Caribbean,Caribbean,female,15-49 years,22997,10.1272286,0.870090935,0.187546982,4.517205525,4.735091716
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,female,70+ years,255132,125.0147354,11.10322774,9.016776312,228.6824863,407.2818905
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,male,50-69 years,616903,156.3086407,31.17995802,3.408563862,43.52940305,191.9536735
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,male,70+ years,215997,242.4716949,41.44183768,8.616659034,253.5212785,862.4453098
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,female,5-14 years,1127326,0.748430193,0.000332828,NA,NA,NA
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,female,15-49 years,2747530,6.661017687,1.328056987,0.173662079,1.602898374,6.081514584
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,female,50-69 years,643170,45.88101583,5.453356789,2.962531471,27.32411085,82.75070577
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,male,5-14 years,1166767,1.250112564,0.000537019,NA,NA,NA
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,male,15-49 years,2766317,36.28591949,7.24595302,0.305263916,3.136793384,15.88278683
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,female,Under 5,600232.4998,1.354776123,0.003357561,NA,NA,NA
Bolivia,BOL,Latin America and Caribbean,Andean Latin America,male,Under 5,627226.74,1.750789852,0.001334427,NA,NA,NA
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,male,5-14 years,1569518,1.08412778,0.00097383,NA,NA,NA
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,male,15-49 years,4253822,32.23176464,3.669332364,0.224326436,2.978725024,5.357927876
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,female,Under 5,791218.9822,0.188182685,0.006448354,NA,NA,NA
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,female,70+ years,393446,84.84998834,12.06284069,6.764985301,186.7269399,232.9491312
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,male,50-69 years,1097651,108.1157941,18.53005379,3.317543815,48.08006634,96.66318656
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,male,70+ years,326239,207.980955,35.72528367,7.489459676,282.5309755,709.852064
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,female,5-14 years,1505126,0.643001067,0.000678478,NA,NA,NA
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,female,15-49 years,4227687,4.091634764,0.733213528,0.158660055,1.365013031,1.748659815
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,female,50-69 years,1160541,23.73402822,3.393562656,2.624455374,22.42623013,25.99057916
Ecuador,ECU,Latin America and Caribbean,Andean Latin America,male,Under 5,828844.5486,0.181101746,0.004835594,NA,NA,NA
Peru,PER,Latin America and Caribbean,Andean Latin America,male,Under 5,1553355.934,0.300618763,0.002051086,NA,NA,NA
Peru,PER,Latin America and Caribbean,Andean Latin America,male,5-14 years,2927717,0.850664037,0.000644173,NA,NA,NA
Peru,PER,Latin America and Caribbean,Andean Latin America,male,15-49 years,8450526,22.37955341,3.419587665,0.025298439,1.925555625,5.828203939
Peru,PER,Latin America and Caribbean,Andean Latin America,female,Under 5,1483219.697,0.299804447,0.005968619,NA,NA,NA
Peru,PER,Latin America and Caribbean,Andean Latin America,male,50-69 years,2136069,89.19988759,12.82964076,0.34127745,24.58948293,60.8937582
Peru,PER,Latin America and Caribbean,Andean Latin America,male,70+ years,617652,198.618928,24.93633365,0.778601498,162.2237265,336.5187673
Peru,PER,Latin America and Caribbean,Andean Latin America,female,5-14 years,2804967,0.544186059,0.000617185,NA,NA,NA
Peru,PER,Latin America and Caribbean,Andean Latin America,female,15-49 years,8310365,2.984113416,0.926865232,0.016073452,0.932684725,2.261327791
Peru,PER,Latin America and Caribbean,Andean Latin America,female,50-69 years,2329209,13.44237971,2.232614315,0.236070764,11.90058028,26.08833893
Peru,PER,Latin America and Caribbean,Andean Latin America,female,70+ years,780133,46.4180659,7.432699203,0.645056707,119.9758844,220.7433805
Colombia,COL,Latin America and Caribbean,Central Latin America,male,Under 5,1930450.756,0.262079698,0.001757323,NA,NA,NA
Colombia,COL,Latin America and Caribbean,Central Latin America,male,5-14 years,4070023,1.208045887,0.00153988,NA,NA,NA
Colombia,COL,Latin America and Caribbean,Central Latin America,male,50-69 years,3882324,49.57277561,6.58013596,1.803652594,34.28423952,109.9039684
Colombia,COL,Latin America and Caribbean,Central Latin America,male,15-49 years,12994471,34.05638272,2.220679744,0.15157101,2.08814854,6.253052561
Colombia,COL,Latin America and Caribbean,Central Latin America,female,Under 5,1843059.642,0.230259184,0.005988269,NA,NA,NA
Colombia,COL,Latin America and Caribbean,Central Latin America,female,5-14 years,3904895,0.688477394,0.000904905,NA,NA,NA
Colombia,COL,Latin America and Caribbean,Central Latin America,female,15-49 years,13203532,3.907079372,0.429517786,0.113548526,1.220903687,2.105630301
Colombia,COL,Latin America and Caribbean,Central Latin America,male,70+ years,887882,90.97773,17.32230012,6.23296728,262.5291469,736.2892851
Colombia,COL,Latin America and Caribbean,Central Latin America,female,50-69 years,4355734,9.640069766,1.528949724,1.4952946,17.80688326,45.17452617
Colombia,COL,Latin America and Caribbean,Central Latin America,female,70+ years,1191565,26.7736963,5.530032286,5.438338849,177.1120122,452.2570875
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,female,50-69 years,450697,16.36610832,2.445693826,0.665540847,10.89723519,13.89472163
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,female,70+ years,149170,63.56104277,9.773711645,2.256447078,109.8046894,188.8241037
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,male,50-69 years,433328,73.99382303,14.70013813,0.853909205,19.0367995,66.8569468
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,male,70+ years,124596,131.4156689,26.13672696,2.675693941,144.2284789,461.7499188
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,female,5-14 years,352839,0.38715616,0.000783047,NA,NA,NA
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,female,15-49 years,1278547,3.465356349,0.703062824,0.065229841,0.932906914,1.326720121
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,male,Under 5,179766.1026,0.079998853,0.002282909,NA,NA,NA
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,male,5-14 years,369401,0.500730903,0.001007115,NA,NA,NA
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,male,15-49 years,1298945,25.72389494,4.425680163,0.082409593,1.371945291,4.689624257
Costa Rica,CRI,Latin America and Caribbean,Central Latin America,female,Under 5,171525.4515,0.074400049,0.005278759,NA,NA,NA
El Salvador,SLV,Latin America and Caribbean,Central Latin America,male,Under 5,271550.4833,0.117681827,0.00224557,NA,NA,NA
El Salvador,SLV,Latin America and Caribbean,Central Latin America,male,5-14 years,579849,1.36242661,0.000584897,NA,NA,NA
El Salvador,SLV,Latin America and Caribbean,Central Latin America,male,15-49 years,1503391,86.37305582,8.402097592,0.044603294,2.918039354,9.028335626
El Salvador,SLV,Latin America and Caribbean,Central Latin America,female,Under 5,259140.3333,0.10112185,0.005281353,NA,NA,NA
El Salvador,SLV,Latin America and Caribbean,Central Latin America,male,50-69 years,378121,163.5305467,22.43432828,0.352104939,29.09751202,77.3442327
El Salvador,SLV,Latin America and Caribbean,Central Latin America,male,70+ years,147944,161.914574,24.39272794,0.481454572,175.0512514,238.416018
El Salvador,SLV,Latin America and Caribbean,Central Latin America,female,5-14 years,556197,0.834815091,0.00075299,NA,NA,NA
El Salvador,SLV,Latin America and Caribbean,Central Latin America,female,15-49 years,1743922,6.760325778,0.801717761,0.029955379,1.73653134,2.992139343
El Salvador,SLV,Latin America and Caribbean,Central Latin America,female,50-69 years,503263,18.76218303,3.418893903,0.335412369,20.29401658,29.271518
El Salvador,SLV,Latin America and Caribbean,Central Latin America,female,70+ years,194012,61.96004106,6.702667451,0.504176978,144.1514352,149.7749821
Guatemala,GTM,Latin America and Caribbean,Central Latin America,male,Under 5,1074427.786,0.12672532,0.004509959,NA,NA,NA
Guatemala,GTM,Latin America and Caribbean,Central Latin America,male,5-14 years,1981378,0.467731388,0.000751211,NA,NA,NA
Guatemala,GTM,Latin America and Caribbean,Central Latin America,male,15-49 years,4027834,54.3138769,15.23234387,0.077919498,1.139020696,10.64788812
Guatemala,GTM,Latin America and Caribbean,Central Latin America,female,Under 5,1027158.891,0.101971978,0.007950132,NA,NA,NA
Guatemala,GTM,Latin America and Caribbean,Central Latin America,male,50-69 years,690898,143.2844438,44.65866368,0.745373518,15.13583993,95.66809167
Guatemala,GTM,Latin America and Caribbean,Central Latin America,male,70+ years,228151,174.763531,46.85105814,0.875444403,92.12645819,268.7498229
Guatemala,GTM,Latin America and Caribbean,Central Latin America,female,50-69 years,851419,34.56904669,8.563246956,0.69464204,11.62277913,25.3649283
Guatemala,GTM,Latin America and Caribbean,Central Latin America,female,70+ years,279069,101.6256516,14.82390362,1.067395169,86.64663183,152.2602746
Guatemala,GTM,Latin America and Caribbean,Central Latin America,female,5-14 years,1914419,0.234461527,0.00069074,NA,NA,NA
Guatemala,GTM,Latin America and Caribbean,Central Latin America,female,15-49 years,4280296,5.771821088,2.255008985,0.049372653,0.686492649,2.01428611
Honduras,HND,Latin America and Caribbean,Central Latin America,female,50-69 years,428509,28.33000035,5.402610986,0.660991736,33.55344816,51.45246396
Honduras,HND,Latin America and Caribbean,Central Latin America,female,70+ years,139623,93.50026958,9.524820052,1.044567762,269.7583986,166.9800025
Honduras,HND,Latin America and Caribbean,Central Latin America,male,50-69 years,421798,106.4471551,23.03897927,0.41373014,40.75871257,158.416084
Honduras,HND,Latin America and Caribbean,Central Latin America,male,70+ years,117926,145.3649951,38.15216769,0.76340566,275.3149485,438.6076238
Honduras,HND,Latin America and Caribbean,Central Latin America,female,5-14 years,859004,0.749409219,0.001001136,NA,NA,NA
Honduras,HND,Latin America and Caribbean,Central Latin America,female,15-49 years,2212155,7.442997594,0.956260465,0.041088487,1.688280645,2.504173426
Honduras,HND,Latin America and Caribbean,Central Latin America,male,Under 5,428269.6955,0.402047681,0.004421436,NA,NA,NA
Honduras,HND,Latin America and Caribbean,Central Latin America,male,5-14 years,889932,0.93668441,0.000985859,NA,NA,NA
Honduras,HND,Latin America and Caribbean,Central Latin America,male,15-49 years,2190184,26.42006148,4.606686707,0.029895907,2.752635919,11.20257221
Honduras,HND,Latin America and Caribbean,Central Latin America,female,Under 5,409049.6102,0.323806944,0.006539292,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,Central Latin America,male,Under 5,5953571.057,0.201026978,0.018851625,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,Central Latin America,male,5-14 years,11960607,0.779551465,0.000954307,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,Central Latin America,male,15-49 years,34405262.5,42.51033824,10.38329574,0.484152633,2.842134381,7.285206812
Mexico,MEX,Latin America and Caribbean,Central Latin America,female,Under 5,5688814.842,0.16298693,0.016534754,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,Central Latin America,female,70+ years,3023040.875,95.72174749,14.91567236,8.603649621,232.0667729,226.1365997
Mexico,MEX,Latin America and Caribbean,Central Latin America,female,50-69 years,9116080.875,27.9431988,7.182246918,3.789735638,31.05632495,31.1322161
Mexico,MEX,Latin America and Caribbean,Central Latin America,male,50-69 years,8433749.875,154.9440785,51.50377983,5.249157039,39.89128163,109.6395426
Mexico,MEX,Latin America and Caribbean,Central Latin America,male,70+ years,2447075,239.0841255,74.27115343,10.41491705,234.2941938,670.2103652
Mexico,MEX,Latin America and Caribbean,Central Latin America,female,5-14 years,11486143,0.462423168,0.000559144,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,Central Latin America,female,15-49 years,34528356,4.656713281,1.215642988,0.273117598,2.026235961,1.78887276
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,female,50-69 years,387549,17.04997703,3.352675412,0.27095366,17.60147425,26.43888874
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,female,70+ years,120957,66.86514244,7.211410411,0.409474114,153.8346638,102.7234015
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,male,50-69 years,322736,125.8250675,28.32702012,0.342632916,26.74671414,73.30377121
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,male,70+ years,93053,160.9792002,32.16960176,0.475236629,192.6585333,300.4883416
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,female,5-14 years,592558,0.31735965,0.0004574,NA,NA,NA
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,female,15-49 years,1686903,3.036546332,0.715792021,0.018750835,1.154131405,2.319495434
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,male,Under 5,313031.2419,0.111904399,0.001642798,NA,NA,NA
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,male,5-14 years,628589,0.635015704,0.000466496,NA,NA,NA
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,male,15-49 years,1644139,41.46712017,8.601869195,0.030176955,1.810610775,6.02582586
Nicaragua,NIC,Latin America and Caribbean,Central Latin America,female,Under 5,299101.8821,0.064879742,0.004776573,NA,NA,NA
Panama,PAN,Latin America and Caribbean,Central Latin America,male,Under 5,188138.2795,0.192568177,0.002389621,NA,NA,NA
Panama,PAN,Latin America and Caribbean,Central Latin America,male,5-14 years,356388,0.955187352,0.000621575,NA,NA,NA
Panama,PAN,Latin America and Caribbean,Central Latin America,male,15-49 years,1039349,35.16292782,3.084093987,0.244905755,1.576962677,5.102599607
Panama,PAN,Latin America and Caribbean,Central Latin America,female,Under 5,179679.3265,0.145535523,0.006878161,NA,NA,NA
Panama,PAN,Latin America and Caribbean,Central Latin America,female,50-69 years,306158,13.64962809,1.766251626,2.541105459,13.77068984,17.3846056
Panama,PAN,Latin America and Caribbean,Central Latin America,female,70+ years,107607,56.45049387,5.83585097,8.343988884,153.2300143,198.2542919
Panama,PAN,Latin America and Caribbean,Central Latin America,male,50-69 years,293852,73.88367667,8.866807912,3.040967022,22.33964769,72.41684361
Panama,PAN,Latin America and Caribbean,Central Latin America,male,70+ years,92039,170.1717963,19.19058559,8.845418051,201.9016305,484.1330927
Panama,PAN,Latin America and Caribbean,Central Latin America,female,5-14 years,342539,0.562335117,0.000414819,NA,NA,NA
Panama,PAN,Latin America and Caribbean,Central Latin America,female,15-49 years,1022802,4.382649422,0.719674654,0.196409133,1.131220688,1.685365714
Venezuela,VEN,Latin America and Caribbean,Central Latin America,female,50-69 years,2417549,11.92741183,1.814354255,2.46833406,19.42156086,87.54461887
Venezuela,VEN,Latin America and Caribbean,Central Latin America,female,70+ years,700691,52.03370238,5.845310807,7.858332538,189.2284025,537.7294961
Venezuela,VEN,Latin America and Caribbean,Central Latin America,female,Under 5,1444954.398,0.229191915,0.017631335,NA,NA,NA
Venezuela,VEN,Latin America and Caribbean,Central Latin America,male,70+ years,519149,169.5054118,18.82523065,10.16163733,263.0538773,822.7995597
Venezuela,VEN,Latin America and Caribbean,Central Latin America,female,5-14 years,2831421,0.725946165,0.000573839,NA,NA,NA
Venezuela,VEN,Latin America and Caribbean,Central Latin America,male,50-69 years,2268269,98.36977115,13.72577099,4.070545401,43.88490343,221.7270201
Venezuela,VEN,Latin America and Caribbean,Central Latin America,female,15-49 years,8224290,5.008599692,0.677882463,0.179360427,1.496164987,7.112102321
Venezuela,VEN,Latin America and Caribbean,Central Latin America,male,Under 5,1512581.491,0.216812919,0.003806532,NA,NA,NA
Venezuela,VEN,Latin America and Caribbean,Central Latin America,male,5-14 years,2951688,1.269327731,0.000718008,NA,NA,NA
Venezuela,VEN,Latin America and Caribbean,Central Latin America,male,15-49 years,8235080,57.78253544,4.375184653,0.333308344,3.33401731,17.38516585
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,male,5-14 years,16732887.5,1.604186764,0.00732558,NA,NA,NA
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,male,15-49 years,56400930,65.63632051,5.12302031,0.334562947,5.331115608,16.0126845
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,female,Under 5,7345487.287,0.359551518,0.031197914,NA,NA,NA
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,male,Under 5,7686141.633,0.480463586,0.030672038,NA,NA,NA
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,male,70+ years,4249296.125,225.0714926,21.14707604,12.37961114,350.4721913,1036.733482
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,male,50-69 years,17146504.25,150.0729588,15.26334527,3.888467472,67.01861857,239.8079727
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,female,5-14 years,16097302.5,0.898776762,0.0060776,NA,NA,NA
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,female,15-49 years,56748634,7.220903353,0.89303403,0.251018741,3.727906733,9.033261449
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,female,50-69 years,19355753,16.58770198,2.488732935,3.053477485,44.97788905,110.521121
Brazil,BRA,Latin America and Caribbean,Tropical Latin America,female,70+ years,6084016.75,38.13567164,6.16203979,9.608079563,312.0456822,469.2802671
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,male,70+ years,118126,214.7897147,12.12642237,24.28622247,282.6209879,913.9442816
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,female,50-69 years,418185,8.010084275,1.432755653,8.031150355,34.57325802,76.02586411
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,female,70+ years,136323,18.69123516,3.961350012,25.55733081,276.1288313,417.4887203
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,female,5-14 years,650773,0.830905356,0.001251477,NA,NA,NA
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,female,15-49 years,1734424,5.279740071,0.455181635,0.338247924,1.614310349,5.01976574
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,male,50-69 years,430340,135.5118467,8.466481086,7.540421211,49.26041002,231.6905651
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,male,Under 5,351645.891,0.510650625,0.020758229,NA,NA,NA
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,male,5-14 years,676060,1.483321557,0.001448567,NA,NA,NA
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,male,15-49 years,1801103,48.83699585,2.220854185,0.439300493,2.599307845,12.81270088
Paraguay,PRY,Latin America and Caribbean,Tropical Latin America,female,Under 5,335920.0273,0.342621252,0.01654998,NA,NA,NA
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,female,70+ years,228962,188.7097256,6.993426359,4.224768782,844.2495018,699.2796436
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,male,Under 5,2581670.211,0.123244831,0.055786433,NA,NA,NA
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,female,Under 5,2449572.678,0.055432571,0.047958167,NA,NA,NA
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,male,70+ years,197767,107.7753142,13.42643081,3.858569107,711.389631,1373.436674
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,female,50-69 years,1162222,73.84113851,5.173014142,2.701103585,241.0246525,450.4212644
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,male,5-14 years,4808296,0.329482873,0.005398555,NA,NA,NA
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,male,15-49 years,8049121,13.12939567,2.729960579,0.124976941,14.65422538,51.07760662
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,male,50-69 years,1180024,49.31129515,9.936136485,2.142646736,240.2150771,718.1535941
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,female,5-14 years,4566786,0.178925507,0.005092672,NA,NA,NA
Afghanistan,AFG,North Africa and Middle East,North Africa and Middle East,female,15-49 years,7383134,9.460967703,1.162897024,0.273188221,15.31748421,45.07054691
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,female,50-69 years,2600687,11.40971071,1.935016735,0.254480983,47.94725974,19.57214263
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,male,70+ years,728385,49.12785371,15.06643457,0.669984274,364.7298552,421.3585053
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,male,5-14 years,3417439,0.266299662,0.002191492,NA,NA,NA
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,male,15-49 years,10833254,5.220134335,1.505004548,0.038890175,4.527012788,13.12409877
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,male,50-69 years,2644897,13.98101158,4.849358083,0.33524675,59.8719751,149.9057165
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,female,5-14 years,3313061,0.127212604,0.00207071,NA,NA,NA
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,female,15-49 years,10710884,1.632742169,0.749734772,0.024181043,3.10874384,2.010116259
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,female,70+ years,828099,47.70765372,7.612331683,0.530718808,330.2177647,68.88401113
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,male,Under 5,2330373.239,0.125845861,0.012894516,NA,NA,NA
Algeria,DZA,North Africa and Middle East,North Africa and Middle East,female,Under 5,2227569.988,0.090091743,0.015817596,NA,NA,NA
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,male,Under 5,50394.43179,0.07026299,0.084667641,NA,NA,NA
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,female,Under 5,48512.69367,0.070394276,0.086200265,NA,NA,NA
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,female,70+ years,10108,32.63290273,2.893926467,4.070280193,340.130413,213.6979252
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,male,70+ years,9289,55.7136198,14.13932769,5.664381752,404.690858,501.1869594
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,female,50-69 years,59557,8.656575665,1.293224341,1.298412462,41.99503164,36.79619113
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,male,5-14 years,95340,0.196675114,0.030900009,NA,NA,NA
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,male,15-49 years,597492,6.865827163,3.900246884,0.149251707,4.840207475,7.763673784
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,male,50-69 years,95568,19.46579723,7.639459363,1.811882612,59.36166272,80.20391688
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,female,5-14 years,91693,0.109918688,0.03002319,NA,NA,NA
Bahrain,BHR,North Africa and Middle East,North Africa and Middle East,female,15-49 years,309462,2.123031845,0.574703836,0.104325159,3.596545139,4.330827505
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,male,70+ years,1132996,112.6252231,94.2515675,0.872435157,509.1052502,1095.96299
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,female,50-69 years,5865772,59.13151545,13.936701,0.385244357,68.06702586,22.3039402
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,male,5-14 years,9385513,0.086050204,0.002637053,NA,NA,NA
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,male,15-49 years,23734104,4.646276648,9.221993969,0.038113282,7.919300697,35.50678375
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,male,50-69 years,5741884,51.47342454,74.90611752,0.561495745,122.5021551,425.4646134
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,female,5-14 years,8842749,0.040611948,0.002466519,NA,NA,NA
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,female,15-49 years,23089999,3.438677959,1.43119687,0.023004962,3.453483441,2.450850661
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,male,Under 5,6056200.908,0.018217145,0.018959028,NA,NA,NA
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,female,Under 5,5700134.678,0.018984505,0.02381319,NA,NA,NA
Egypt,EGY,North Africa and Middle East,North Africa and Middle East,female,70+ years,1598992,177.4769509,26.63665218,0.637756421,378.5819979,38.08283364
Iran,IRN,North Africa and Middle East,North Africa and Middle East,female,Under 5,3308058.519,0.113368674,0.006578421,NA,NA,NA
Iran,IRN,North Africa and Middle East,North Africa and Middle East,male,Under 5,3472041.024,0.11554489,0.002856421,NA,NA,NA
Iran,IRN,North Africa and Middle East,North Africa and Middle East,female,70+ years,1179571,56.92868726,5.042716657,0.606763297,319.2020813,127.6986906
Iran,IRN,North Africa and Middle East,North Africa and Middle East,male,70+ years,1348623,64.5038439,30.42939643,0.728184432,420.342572,721.2376688
Iran,IRN,North Africa and Middle East,North Africa and Middle East,female,50-69 years,5478537,11.31328172,1.799854726,0.294766369,43.67157526,38.71833615
Iran,IRN,North Africa and Middle East,North Africa and Middle East,female,15-49 years,23474876,1.966907257,1.156871167,0.021504219,2.773379128,2.587568088
Iran,IRN,North Africa and Middle East,North Africa and Middle East,male,5-14 years,6043589,0.328851024,0.000782194,NA,NA,NA
